Timestamp,Sugar(%),Flour(%),Egg(%),Butter(%),Milk(%),Moisture(%),Density(g/cm3),Volume(mL),Springiness,Cohesiveness,Hardness(gf),Chewiness(mJ),Anomaly_Status
2021-04-01,24.46,31.39,18.65,14.72,9.91,5.0,0.358,488.7,0.831,0.576,327.18,1.57,Normal
2021-04-02,19.82,36.3,23.77,14.03,10.23,5.0,0.33,449.63,0.781,0.432,364.39,1.23,Anomaly
2021-04-03,22.23,30.28,18.39,14.86,10.12,5.0,0.356,460.83,0.659,0.893,315.65,1.86,Anomaly
2021-04-04,19.01,39.75,21.08,15.84,8.14,5.0,0.358,464.78,0.942,0.416,347.99,1.36,Anomaly
2021-04-05,34.82,33.14,17.81,17.23,9.62,5.0,0.321,470.16,0.731,0.731,342.46,1.83,Anomaly
2021-04-06,25.18,35.8,22.27,15.01,7.01,5.0,0.305,358.72,0.637,0.586,330.39,1.23,Anomaly
2021-04-07,21.5,36.13,22.06,16.55,12.73,5.0,0.328,434.92,0.773,0.723,260.49,1.46,Anomaly
2021-04-08,26.07,33.96,25.55,19.1,9.39,5.0,0.362,375.78,0.906,0.578,310.44,1.63,Anomaly
2021-04-09,24.44,37.35,19.47,15.95,9.02,5.0,0.38,513.91,0.911,0.737,249.1,1.67,Normal
2021-04-10,23.9,33.1,22.01,15.78,13.18,5.0,0.393,446.96,0.604,0.765,301.05,1.39,Anomaly
2021-04-11,28.07,38.49,20.29,11.2,7.52,5.0,0.325,440.33,0.91,0.745,319.85,2.17,Anomaly
2021-04-12,28.79,29.62,23.89,8.42,7.75,5.0,0.364,494.84,0.695,0.457,400.73,1.27,Anomaly
2021-04-13,22.35,35.51,17.84,15.97,7.81,5.0,0.398,471.12,0.614,0.728,221.42,0.99,Anomaly
2021-04-14,22.12,42.76,22.24,14.76,9.86,5.0,0.408,393.57,0.897,0.54,328.89,1.59,Anomaly
2021-04-15,23.62,31.0,19.42,13.71,10.86,5.0,0.347,446.45,0.902,0.414,388.87,1.45,Anomaly
2021-04-16,13.49,32.29,19.81,15.61,11.48,7.44,0.339,433.24,0.809,0.607,345.53,1.7,Anomaly
2021-04-17,17.42,37.06,20.28,14.85,15.14,5.0,0.36,362.77,0.801,0.617,349.98,1.73,Anomaly
2021-04-18,31.83,35.72,20.76,17.82,5.5,5.0,0.293,415.49,0.885,0.634,335.26,1.88,Anomaly
2021-04-19,33.22,36.4,19.65,15.22,11.22,5.0,0.34,440.82,0.875,0.752,377.9,2.49,Anomaly
2021-04-20,23.75,36.96,20.64,13.13,8.89,5.0,0.387,444.25,0.912,0.554,234.75,1.19,Normal
2021-04-21,27.88,37.54,24.73,17.48,8.83,5.0,0.382,375.89,0.793,0.558,216.84,0.96,Anomaly
2021-04-22,26.56,39.44,22.96,14.46,8.76,5.0,0.336,507.58,0.939,0.43,299.62,1.21,Anomaly
2021-04-23,40.39,36.64,22.61,16.32,8.18,5.0,0.361,444.89,0.949,0.743,170.33,1.2,Anomaly
2021-04-24,30.6,34.03,18.63,13.81,13.37,5.0,0.309,451.88,0.641,0.684,373.84,1.64,Anomaly
2021-04-25,24.36,37.69,17.33,13.38,11.68,5.0,0.385,470.03,0.897,0.575,373.24,1.93,Normal
2021-04-26,20.22,42.6,22.87,15.21,10.05,5.0,0.346,410.6,0.775,0.753,274.0,1.6,Anomaly
2021-04-27,16.97,34.47,22.63,15.03,12.7,5.0,0.336,472.82,0.736,0.669,277.75,1.37,Anomaly
2021-04-28,26.02,31.1,24.42,16.2,6.97,5.0,0.332,431.65,0.815,0.635,295.66,1.53,Anomaly
2021-04-29,21.22,39.43,18.19,14.33,7.34,5.0,0.347,405.17,0.62,0.656,303.12,1.23,Anomaly
2021-04-30,17.89,34.52,19.31,10.41,5.64,12.23,0.328,478.67,0.777,0.718,307.63,1.72,Anomaly
2021-05-01,21.77,26.31,15.08,13.92,8.6,16.5,0.383,524.58,0.905,0.73,333.49,2.2,Anomaly
2021-05-02,19.59,38.39,18.82,16.98,10.32,5.0,0.33,486.24,0.675,0.544,289.64,1.06,Anomaly
2021-05-03,33.44,32.86,22.99,14.26,10.21,5.0,0.43,496.15,0.749,0.47,356.59,1.26,Anomaly
2021-05-04,29.41,34.64,18.6,14.38,10.3,5.0,0.423,423.97,0.929,0.478,326.76,1.45,Normal
2021-05-05,24.96,36.33,21.92,17.47,7.18,5.0,0.305,370.12,0.75,0.72,263.58,1.42,Anomaly
2021-05-06,32.4,35.76,19.43,13.22,11.61,5.0,0.353,524.51,0.725,0.836,380.11,2.3,Anomaly
2021-05-07,25.39,37.84,20.97,11.14,10.48,5.0,0.317,552.73,0.754,0.605,218.5,1.0,Anomaly
2021-05-08,20.69,33.26,16.56,14.6,11.47,5.0,0.334,527.14,0.782,0.485,294.47,1.12,Anomaly
2021-05-09,32.62,37.05,20.26,13.79,6.21,5.0,0.45,433.21,0.821,0.778,358.02,2.29,Anomaly
2021-05-10,27.69,33.96,11.03,12.58,10.62,5.0,0.335,392.27,0.88,0.816,256.62,1.84,Anomaly
2021-05-11,19.81,37.96,19.44,14.56,7.62,5.0,0.368,396.72,0.758,0.84,318.57,2.03,Anomaly
2021-05-12,24.05,37.46,15.11,16.23,9.21,5.0,0.377,365.81,0.886,0.703,332.6,2.07,Anomaly
2021-05-13,20.62,31.26,23.62,14.98,11.07,5.0,0.3,444.63,0.787,0.83,248.37,1.62,Anomaly
2021-05-14,18.09,39.34,22.33,15.77,10.18,5.0,0.307,530.28,0.718,0.408,295.65,0.87,Anomaly
2021-05-15,29.63,32.86,21.4,19.53,8.3,5.0,0.29,442.92,0.83,0.454,290.61,1.1,Anomaly
2021-05-16,34.55,38.23,24.56,14.14,10.01,5.0,0.306,465.12,0.851,0.446,266.9,1.01,Anomaly
2021-05-17,18.01,36.47,17.15,15.7,6.94,5.0,0.207,518.78,0.795,0.756,438.1,2.63,Anomaly
2021-05-18,27.81,42.35,25.24,13.73,12.3,5.0,0.377,429.8,0.62,0.435,254.21,0.69,Anomaly
2021-05-19,21.75,34.11,22.8,12.88,9.59,5.0,0.453,551.78,0.659,0.648,360.3,1.54,Normal
2021-05-20,22.56,33.6,19.29,13.54,12.24,5.0,0.357,549.6,0.7,0.636,276.43,1.23,Anomaly
2021-05-21,22.04,34.92,23.41,13.8,8.95,5.0,0.279,443.44,0.699,0.555,234.8,0.91,Anomaly
2021-05-22,20.68,33.79,16.68,15.9,8.95,5.0,0.318,421.12,0.836,0.835,306.17,2.14,Anomaly
2021-05-23,25.24,38.2,17.53,20.87,8.47,5.0,0.327,484.86,0.606,0.485,338.95,1.0,Anomaly
2021-05-24,20.85,28.53,18.17,13.21,11.75,7.41,0.299,432.62,0.864,0.576,355.23,1.77,Anomaly
2021-05-25,26.35,30.79,18.41,13.96,8.58,5.0,0.393,392.17,0.693,0.787,393.74,2.15,Anomaly
2021-05-26,24.75,30.73,16.83,14.84,11.29,5.15,0.391,514.06,0.709,0.415,476.71,1.4,Anomaly
2021-05-27,23.81,38.8,23.67,15.99,9.24,5.0,0.292,510.82,0.785,0.736,315.03,1.82,Anomaly
2021-05-28,20.46,41.84,19.22,15.66,6.05,5.0,0.386,457.78,0.676,0.808,260.21,1.42,Anomaly
2021-05-29,22.12,34.58,21.06,18.21,8.86,5.0,0.426,386.86,0.91,0.866,327.17,2.58,Anomaly
2021-05-30,28.78,34.32,18.29,8.93,7.64,5.64,0.445,388.52,0.63,0.838,284.03,1.5,Anomaly
2021-05-31,27.5,35.28,14.54,9.03,10.07,5.0,0.493,455.36,0.756,0.56,355.56,1.51,Anomaly
2021-06-01,20.11,39.65,20.81,13.76,7.62,5.0,0.305,425.01,0.897,0.693,222.17,1.38,Anomaly
2021-06-02,25.5,31.29,14.26,17.74,11.85,5.0,0.491,432.95,0.816,0.439,442.1,1.58,Anomaly
2021-06-03,28.76,35.95,19.79,11.09,9.82,5.0,0.332,501.1,0.702,0.529,351.36,1.3,Anomaly
2021-06-04,16.65,38.9,15.9,7.48,9.64,11.94,0.32,486.66,0.747,0.447,198.96,0.66,Anomaly
2021-06-05,27.72,37.0,25.96,16.43,11.31,5.0,0.366,518.91,0.847,0.558,257.46,1.22,Anomaly
2021-06-06,21.69,35.76,22.73,15.61,11.93,5.0,0.321,400.47,0.941,0.838,348.96,2.75,Normal
2021-06-07,27.85,39.0,20.32,12.27,9.96,5.0,0.37,432.84,0.913,0.574,370.58,1.94,Anomaly
2021-06-08,21.18,24.19,23.79,12.54,8.46,8.75,0.284,487.95,0.72,0.681,223.67,1.1,Anomaly
2021-06-09,15.98,37.71,17.46,12.58,6.45,13.45,0.338,472.4,0.949,0.617,342.78,2.01,Anomaly
2021-06-10,16.86,32.38,21.63,15.28,8.63,5.0,0.414,526.62,0.601,0.629,183.16,0.69,Anomaly
2021-06-11,25.24,27.68,20.6,13.43,8.77,7.35,0.347,471.03,0.61,0.885,294.64,1.59,Anomaly
2021-06-12,26.3,37.04,20.79,16.24,10.21,5.0,0.357,542.41,0.888,0.548,366.72,1.78,Normal
2021-06-13,20.48,40.49,23.82,7.86,9.31,5.0,0.374,477.0,0.67,0.714,266.91,1.28,Anomaly
2021-06-14,28.19,34.45,22.2,12.86,11.38,5.0,0.409,503.11,0.621,0.61,209.58,0.79,Normal
2021-06-15,16.69,38.81,20.87,12.18,8.77,5.0,0.267,433.82,0.683,0.431,308.77,0.91,Anomaly
2021-06-16,24.67,41.45,15.04,14.36,9.89,5.0,0.379,450.71,0.749,0.645,263.72,1.27,Anomaly
2021-06-17,18.94,40.26,17.12,13.65,12.37,5.0,0.337,495.55,0.856,0.807,337.77,2.33,Anomaly
2021-06-18,21.74,41.56,19.63,16.99,10.68,5.0,0.358,530.65,0.819,0.449,246.88,0.91,Anomaly
2021-06-19,25.24,37.97,20.28,10.35,9.88,5.0,0.403,486.46,0.683,0.435,253.64,0.75,Anomaly
2021-06-20,20.7,35.3,16.61,15.11,8.8,5.0,0.29,445.84,0.776,0.477,178.74,0.66,Anomaly
2021-06-21,23.08,28.59,27.24,16.4,8.73,5.0,0.299,518.87,0.924,0.782,310.2,2.24,Anomaly
2021-06-22,30.03,34.02,24.55,19.64,8.3,5.0,0.253,340.4,0.885,0.762,290.35,1.96,Anomaly
2021-06-23,22.12,31.63,21.81,13.8,8.92,5.0,0.323,378.89,0.713,0.683,228.7,1.11,Normal
2021-06-24,29.18,43.68,20.22,15.81,11.51,5.0,0.417,484.08,0.944,0.634,311.63,1.87,Anomaly
2021-06-25,19.35,34.3,19.36,10.49,9.56,5.61,0.344,450.71,0.848,0.844,361.62,2.59,Anomaly
2021-06-26,27.65,35.49,17.14,9.02,7.3,5.0,0.283,480.28,0.622,0.783,287.07,1.4,Anomaly
2021-06-27,32.21,37.21,20.23,17.11,13.54,5.0,0.326,453.22,0.612,0.806,316.09,1.56,Anomaly
2021-06-28,12.64,35.17,20.77,14.99,10.64,7.66,0.276,478.55,0.659,0.807,316.4,1.68,Anomaly
2021-06-29,21.02,41.78,16.27,17.95,7.19,5.0,0.294,409.28,0.855,0.721,227.74,1.4,Anomaly
2021-06-30,27.89,32.51,21.0,11.57,9.12,5.0,0.369,478.52,0.664,0.629,423.4,1.77,Anomaly
2021-07-01,23.98,35.78,19.53,16.3,10.22,5.0,0.291,499.72,0.779,0.832,271.75,1.76,Normal
2021-07-02,26.86,32.03,14.28,19.67,13.41,5.0,0.406,511.03,0.633,0.863,339.37,1.85,Anomaly
2021-07-03,21.98,29.72,17.42,16.05,7.78,5.95,0.346,550.68,0.922,0.412,346.15,1.31,Anomaly
2021-07-04,25.43,32.55,18.76,15.69,11.95,5.0,0.354,462.2,0.72,0.426,291.62,0.89,Normal
2021-07-05,24.22,34.85,25.66,15.02,12.8,5.0,0.336,463.7,0.918,0.879,336.41,2.71,Anomaly
2021-07-06,30.84,33.28,21.67,11.07,8.74,5.0,0.389,373.84,0.931,0.539,314.75,1.58,Anomaly
2021-07-07,26.27,32.23,15.99,18.39,9.44,5.0,0.389,423.43,0.602,0.837,214.94,1.08,Anomaly
2021-07-08,26.69,29.37,21.46,13.47,7.93,5.0,0.367,440.35,0.762,0.594,280.06,1.27,Anomaly
2021-07-09,22.94,34.67,15.36,16.26,9.59,5.0,0.378,502.52,0.609,0.46,263.25,0.74,Anomaly
2021-07-10,22.56,28.98,23.25,11.09,9.93,5.0,0.339,419.45,0.918,0.44,272.3,1.1,Anomaly
2021-07-11,22.84,38.04,18.59,12.05,11.32,5.0,0.377,489.82,0.781,0.478,221.76,0.83,Anomaly
2021-07-12,26.97,35.33,19.72,18.59,12.18,5.0,0.333,449.92,0.626,0.525,367.59,1.21,Anomaly
2021-07-13,22.9,29.17,23.98,14.13,8.5,5.0,0.35,441.14,0.639,0.644,396.12,1.63,Anomaly
2021-07-14,26.45,33.76,16.14,18.63,6.07,5.0,0.336,462.44,0.734,0.751,358.68,1.98,Anomaly
2021-07-15,35.38,31.99,15.81,14.8,9.96,5.0,0.327,430.44,0.929,0.893,376.23,3.12,Anomaly
2021-07-16,29.36,36.28,18.25,10.4,10.59,5.0,0.316,428.55,0.843,0.621,279.32,1.46,Anomaly
2021-07-17,23.37,40.36,23.12,17.23,10.5,5.0,0.373,364.76,0.904,0.659,261.82,1.56,Anomaly
2021-07-18,31.01,27.5,15.44,13.53,9.35,5.0,0.416,437.6,0.728,0.661,253.28,1.22,Anomaly
2021-07-19,22.96,35.46,11.5,16.75,10.25,5.0,0.409,426.0,0.615,0.67,338.64,1.4,Anomaly
2021-07-20,14.81,34.36,18.65,15.06,13.03,6.08,0.287,424.2,0.941,0.659,313.62,1.94,Anomaly
2021-07-21,19.96,37.69,21.66,11.14,10.76,5.0,0.414,470.84,0.606,0.404,295.37,0.72,Anomaly
2021-07-22,15.65,35.85,23.6,15.41,9.25,5.0,0.334,482.93,0.932,0.401,377.71,1.41,Anomaly
2021-07-23,23.24,31.99,18.61,20.49,9.0,5.0,0.38,461.61,0.729,0.449,324.3,1.06,Anomaly
2021-07-24,25.09,33.72,18.77,16.23,9.66,5.0,0.305,499.77,0.604,0.451,249.68,0.68,Normal
2021-07-25,33.38,31.82,23.46,14.86,13.27,5.0,0.357,478.78,0.841,0.752,259.15,1.64,Anomaly
2021-07-26,26.63,39.3,14.39,17.69,9.63,5.0,0.366,435.25,0.943,0.502,340.92,1.61,Anomaly
2021-07-27,23.9,35.09,18.83,15.53,9.96,5.0,0.276,426.86,0.938,0.847,362.5,2.88,Normal
2021-07-28,29.15,42.6,20.57,15.52,9.04,5.0,0.38,465.64,0.656,0.864,333.1,1.89,Anomaly
2021-07-29,13.94,34.76,21.35,12.27,12.2,5.0,0.417,478.69,0.663,0.888,413.81,2.44,Anomaly
2021-07-30,26.18,32.17,18.47,15.58,13.92,5.0,0.341,519.89,0.798,0.87,398.1,2.76,Anomaly
2021-07-31,28.85,28.95,20.1,17.59,10.9,5.0,0.418,509.56,0.823,0.536,326.46,1.44,Anomaly
2021-08-01,17.61,27.79,12.54,12.91,10.17,21.9,0.341,422.93,0.859,0.655,249.69,1.4,Anomaly
2021-08-02,30.72,28.66,18.03,18.56,10.07,5.0,0.392,444.9,0.663,0.488,221.4,0.72,Anomaly
2021-08-03,26.69,36.07,21.36,14.77,5.23,5.0,0.239,483.55,0.936,0.803,276.76,2.08,Anomaly
2021-08-04,22.92,37.03,17.05,12.78,11.49,5.0,0.471,503.4,0.824,0.844,345.19,2.4,Normal
2021-08-05,28.16,28.68,20.18,17.49,10.27,5.0,0.425,496.95,0.896,0.826,409.6,3.03,Anomaly
2021-08-06,36.35,38.58,21.34,14.28,10.86,5.0,0.336,446.81,0.789,0.617,325.05,1.58,Anomaly
2021-08-07,25.91,33.07,18.97,16.9,8.58,5.0,0.251,387.3,0.745,0.779,370.12,2.15,Normal
2021-08-08,26.24,35.59,20.51,14.27,9.23,5.0,0.364,400.05,0.942,0.449,285.28,1.21,Normal
2021-08-09,22.7,41.45,17.11,14.85,9.18,5.0,0.278,463.63,0.804,0.42,337.37,1.14,Anomaly
2021-08-10,20.75,38.59,19.38,16.23,12.04,5.0,0.372,467.11,0.903,0.777,349.4,2.45,Anomaly
2021-08-11,29.15,33.93,21.83,15.73,9.24,5.0,0.371,395.07,0.934,0.613,181.22,1.04,Normal
2021-08-12,20.72,31.44,20.47,10.01,14.17,5.0,0.303,452.23,0.836,0.898,275.19,2.07,Anomaly
2021-08-13,25.36,26.39,18.24,12.2,10.86,8.09,0.406,481.56,0.792,0.449,356.98,1.27,Anomaly
2021-08-14,22.61,32.12,20.67,17.32,7.45,5.0,0.39,392.44,0.601,0.828,316.47,1.57,Anomaly
2021-08-15,27.39,34.16,22.14,14.67,9.74,5.0,0.399,505.25,0.614,0.64,228.21,0.9,Normal
2021-08-16,26.67,31.05,13.85,13.69,8.7,5.0,0.35,431.12,0.67,0.814,154.19,0.84,Anomaly
2021-08-17,30.19,34.47,23.48,11.6,5.61,5.0,0.279,512.88,0.665,0.809,278.05,1.5,Anomaly
2021-08-18,22.45,35.31,18.99,12.3,13.2,5.0,0.399,423.33,0.689,0.858,295.7,1.75,Anomaly
2021-08-19,23.65,34.1,21.28,9.95,11.41,5.0,0.336,398.67,0.707,0.549,246.96,0.96,Anomaly
2021-08-20,20.11,32.4,23.59,14.75,11.07,5.0,0.281,427.09,0.726,0.875,308.59,1.96,Anomaly
2021-08-21,22.78,35.67,15.88,13.5,10.33,5.0,0.418,445.24,0.747,0.476,330.38,1.17,Anomaly
2021-08-22,26.89,36.77,17.87,12.58,7.24,5.0,0.455,430.58,0.635,0.441,340.24,0.95,Anomaly
2021-08-23,28.78,30.64,19.13,14.83,9.03,5.0,0.348,439.2,0.615,0.616,158.64,0.6,Anomaly
2021-08-24,20.39,40.64,17.65,15.91,11.68,5.0,0.458,466.7,0.836,0.814,221.14,1.5,Anomaly
2021-08-25,29.35,34.61,25.2,20.23,7.9,5.0,0.355,441.44,0.788,0.637,281.72,1.41,Anomaly
2021-08-26,31.78,35.08,17.43,11.22,4.94,5.0,0.331,446.69,0.755,0.815,334.33,2.06,Anomaly
2021-08-27,27.07,37.83,18.33,17.9,9.55,5.0,0.318,364.54,0.822,0.765,329.35,2.07,Anomaly
2021-08-28,34.38,35.93,20.61,17.43,9.72,5.0,0.432,469.58,0.89,0.505,328.31,1.48,Anomaly
2021-08-29,21.13,38.81,16.39,13.05,10.27,5.0,0.311,445.54,0.75,0.874,276.99,1.82,Anomaly
2021-08-30,18.78,36.15,18.81,15.51,11.46,5.0,0.387,530.51,0.824,0.43,280.34,0.99,Anomaly
2021-08-31,16.11,32.55,20.95,13.86,11.28,11.12,0.322,403.02,0.934,0.849,256.3,2.03,Anomaly
2021-09-01,32.48,36.45,19.0,15.46,10.52,5.0,0.327,359.59,0.894,0.552,346.09,1.71,Anomaly
2021-09-02,28.27,30.43,19.72,18.77,12.39,5.0,0.402,480.9,0.749,0.65,244.77,1.19,Anomaly
2021-09-03,24.72,35.43,18.41,16.51,6.96,5.0,0.331,467.33,0.826,0.611,351.0,1.77,Anomaly
2021-09-04,26.4,34.87,15.46,16.27,11.01,5.0,0.33,399.58,0.662,0.486,312.47,1.01,Anomaly
2021-09-05,19.37,34.17,20.96,13.92,11.25,5.0,0.407,373.51,0.796,0.579,297.3,1.37,Anomaly
2021-09-06,37.23,34.49,25.26,11.29,7.52,5.0,0.43,526.87,0.943,0.496,260.6,1.22,Anomaly
2021-09-07,25.65,27.47,20.06,14.48,6.99,5.0,0.382,520.71,0.781,0.502,218.67,0.86,Anomaly
2021-09-08,25.55,32.81,20.68,18.02,8.51,5.0,0.317,325.63,0.925,0.494,261.14,1.19,Anomaly
2021-09-09,28.63,35.37,22.08,11.18,8.68,5.0,0.324,427.09,0.743,0.645,280.2,1.34,Anomaly
2021-09-10,27.41,35.64,16.19,12.36,11.51,5.0,0.354,533.21,0.95,0.799,157.86,1.2,Anomaly
2021-09-11,26.12,30.89,25.11,15.32,8.77,5.0,0.366,426.2,0.803,0.684,288.16,1.58,Anomaly
2021-09-12,21.05,40.06,20.61,12.54,8.29,5.0,0.301,425.47,0.615,0.847,355.46,1.85,Anomaly
2021-09-13,27.36,31.54,24.9,13.02,8.78,5.0,0.386,435.86,0.805,0.718,334.03,1.93,Anomaly
2021-09-14,34.41,38.88,17.8,13.94,12.24,5.0,0.354,393.96,0.696,0.745,270.23,1.4,Anomaly
2021-09-15,31.73,36.71,25.45,11.59,10.03,5.0,0.264,364.76,0.611,0.734,302.82,1.36,Anomaly
2021-09-16,32.97,32.42,22.33,12.56,9.64,5.0,0.304,502.63,0.887,0.625,266.63,1.48,Anomaly
2021-09-17,22.44,42.1,21.66,16.76,9.78,5.0,0.325,357.85,0.697,0.745,308.93,1.6,Anomaly
2021-09-18,20.05,30.23,20.7,11.73,12.58,5.4,0.346,462.36,0.879,0.435,392.41,1.5,Anomaly
2021-09-19,24.37,38.68,19.25,11.01,8.5,5.0,0.444,494.33,0.701,0.83,358.11,2.08,Anomaly
2021-09-20,25.28,39.0,23.6,13.42,12.63,5.0,0.362,377.44,0.668,0.789,331.25,1.75,Anomaly
2021-09-21,30.47,32.32,20.42,16.83,10.42,5.0,0.308,403.79,0.941,0.523,270.43,1.33,Anomaly
2021-09-22,16.54,40.57,14.1,14.51,9.68,6.24,0.361,510.66,0.727,0.784,345.0,1.97,Anomaly
2021-09-23,32.65,34.0,16.65,13.84,15.0,5.0,0.332,476.64,0.81,0.406,198.79,0.65,Anomaly
2021-09-24,24.21,36.15,19.44,15.11,7.89,5.0,0.366,419.14,0.813,0.509,284.86,1.18,Anomaly
2021-09-25,22.87,36.04,20.93,10.64,9.29,5.0,0.379,510.11,0.796,0.433,335.02,1.15,Anomaly
2021-09-26,19.94,34.46,19.83,16.24,7.54,5.0,0.41,510.33,0.92,0.79,344.43,2.5,Anomaly
2021-09-27,16.73,38.24,23.66,15.96,11.9,5.0,0.349,463.45,0.836,0.778,340.19,2.21,Anomaly
2021-09-28,29.12,38.17,14.15,13.98,13.38,5.0,0.432,404.99,0.741,0.807,317.69,1.9,Anomaly
2021-09-29,25.37,28.01,20.43,17.51,13.34,5.0,0.395,429.33,0.902,0.402,288.26,1.05,Anomaly
2021-09-30,18.55,40.22,14.55,12.18,12.45,5.35,0.315,464.32,0.663,0.651,332.28,1.43,Anomaly
2021-10-01,18.52,28.35,22.28,17.82,9.6,5.0,0.46,440.57,0.79,0.752,242.83,1.44,Anomaly
2021-10-02,23.32,39.13,19.72,15.39,9.27,5.0,0.366,496.95,0.933,0.478,249.32,1.11,Anomaly
2021-10-03,33.35,39.51,21.26,14.16,6.66,5.0,0.308,373.51,0.819,0.725,303.7,1.8,Anomaly
2021-10-04,23.7,30.64,17.41,14.95,14.07,5.0,0.433,375.29,0.886,0.442,310.39,1.22,Anomaly
2021-10-05,17.48,33.36,23.84,14.73,10.94,5.0,0.454,459.04,0.829,0.491,190.46,0.78,Anomaly
2021-10-06,23.77,30.58,23.13,18.05,9.02,5.0,0.348,425.42,0.894,0.638,327.31,1.87,Anomaly
2021-10-07,23.64,34.14,21.75,12.31,12.66,5.0,0.325,418.65,0.931,0.727,346.36,2.34,Anomaly
2021-10-08,11.52,33.77,19.61,13.09,8.05,15.7,0.341,361.6,0.696,0.473,295.36,0.97,Anomaly
2021-10-09,24.73,38.12,21.74,17.59,10.81,5.0,0.386,450.98,0.659,0.493,442.47,1.44,Anomaly
2021-10-10,23.85,40.24,17.88,13.51,9.65,5.0,0.414,447.36,0.769,0.502,259.02,1.0,Anomaly
2021-10-11,28.48,40.58,22.57,17.25,11.28,5.0,0.379,482.67,0.846,0.519,278.33,1.22,Anomaly
2021-10-12,34.24,32.75,24.95,19.25,9.87,5.0,0.355,453.45,0.68,0.513,276.3,0.96,Anomaly
2021-10-13,30.63,34.16,23.21,14.0,7.1,5.0,0.425,443.37,0.601,0.598,295.43,1.06,Anomaly
2021-10-14,23.66,28.27,17.81,16.7,10.15,5.0,0.334,508.85,0.72,0.727,280.28,1.47,Anomaly
2021-10-15,19.47,31.78,21.08,12.12,12.1,5.0,0.402,384.38,0.939,0.619,215.59,1.25,Anomaly
2021-10-16,37.87,38.86,16.12,16.89,9.94,5.0,0.336,476.82,0.843,0.788,267.21,1.78,Anomaly
2021-10-17,25.3,41.46,21.72,15.5,11.55,5.0,0.372,366.44,0.74,0.76,294.14,1.65,Anomaly
2021-10-18,25.07,30.06,21.35,16.18,7.91,5.0,0.344,408.08,0.667,0.463,373.71,1.15,Anomaly
2021-10-19,24.88,32.63,14.39,13.39,9.95,5.0,0.347,389.37,0.725,0.424,432.13,1.33,Anomaly
2021-10-20,25.99,34.89,16.51,10.85,8.75,5.0,0.331,489.1,0.659,0.839,380.13,2.1,Anomaly
2021-10-21,24.28,36.12,19.15,16.26,11.49,5.0,0.417,446.73,0.637,0.44,253.48,0.71,Normal
2021-10-22,22.13,31.76,19.1,9.84,10.06,6.93,0.313,449.32,0.917,0.474,258.25,1.12,Anomaly
2021-10-23,22.27,36.7,16.37,14.21,11.38,5.0,0.313,394.66,0.949,0.411,290.44,1.13,Anomaly
2021-10-24,24.84,33.1,21.17,17.35,12.18,5.0,0.456,435.02,0.657,0.714,407.07,1.91,Anomaly
2021-10-25,22.28,34.94,20.75,15.48,11.38,5.0,0.399,411.83,0.619,0.691,290.07,1.24,Normal
2021-10-26,21.44,37.19,19.42,19.87,10.55,5.0,0.231,469.17,0.715,0.893,220.35,1.41,Anomaly
2021-10-27,25.53,35.03,17.73,17.56,8.0,5.0,0.322,400.45,0.762,0.843,269.93,1.73,Anomaly
2021-10-28,23.73,33.25,23.15,13.37,9.99,5.0,0.259,516.49,0.672,0.605,345.42,1.4,Anomaly
2021-10-29,32.52,34.56,24.97,15.07,8.93,5.0,0.302,366.22,0.705,0.586,341.4,1.41,Anomaly
2021-10-30,11.75,34.65,18.55,14.88,9.31,10.3,0.193,409.67,0.67,0.548,287.99,1.06,Anomaly
2021-10-31,30.46,33.52,18.16,11.04,9.25,5.0,0.343,533.86,0.871,0.476,341.0,1.41,Anomaly
2021-11-01,31.23,33.96,21.47,12.65,8.04,5.0,0.293,428.24,0.849,0.469,163.61,0.65,Anomaly
2021-11-02,14.63,41.39,18.93,13.6,6.09,5.0,0.353,384.26,0.822,0.466,306.23,1.17,Anomaly
2021-11-03,23.29,37.24,19.58,9.91,8.66,5.0,0.269,460.95,0.736,0.457,351.64,1.18,Anomaly
2021-11-04,23.14,33.82,22.22,15.12,10.39,5.0,0.354,426.23,0.918,0.52,250.03,1.19,Normal
2021-11-05,17.96,37.79,14.27,14.38,7.3,6.57,0.329,408.21,0.939,0.553,249.82,1.3,Anomaly
2021-11-06,21.11,33.66,23.95,10.82,10.03,5.0,0.425,395.21,0.661,0.881,188.01,1.09,Anomaly
2021-11-07,19.45,39.69,20.22,16.01,13.8,5.0,0.421,588.42,0.678,0.689,395.39,1.85,Anomaly
2021-11-08,33.76,36.48,18.77,16.79,12.05,5.0,0.389,437.42,0.784,0.894,256.79,1.8,Anomaly
2021-11-09,29.68,34.57,19.73,15.57,13.29,5.0,0.334,353.72,0.632,0.586,314.46,1.16,Anomaly
2021-11-10,31.36,36.79,19.89,14.19,10.78,5.0,0.449,524.69,0.753,0.629,336.24,1.59,Anomaly
2021-11-11,28.61,28.72,14.81,16.48,12.34,5.0,0.272,480.55,0.804,0.562,390.72,1.77,Anomaly
2021-11-12,19.35,30.49,24.48,16.7,8.55,5.0,0.28,411.68,0.783,0.491,290.77,1.12,Anomaly
2021-11-13,22.38,30.22,20.12,15.77,8.71,5.0,0.346,403.34,0.716,0.472,267.63,0.9,Anomaly
2021-11-14,27.45,35.57,21.33,12.94,4.52,5.0,0.463,483.67,0.79,0.873,310.38,2.14,Anomaly
